key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,away.score.17,away.score.18,away.score.19,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16,home.score.17,home.score.18,home.score.19
RJMZCMF,1915-05-23,0,New York State,regular,,Syracuse,6,,Elmira,5,,,2:08,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 24, 1915",0,0,0,1,0,2,0,0,3,,,,,,,,,,,0,1,0,0,0,1,2,1,0,,,,,,,,,,
SFSLFTB,1915-05-23,0,New York State,regular,,Binghamton,2,,Utica,7,,,1:52,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 24, 1915",0,0,0,2,0,0,0,0,0,,,,,,,,,,,1,0,1,1,0,0,0,4,x,,,,,,,,,,
GPWFYMM,1915-05-24,0,New York State,regular,,Elmira,2,,Albany,4,,,1:33,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 25, 1915",0,0,0,0,2,0,0,0,0,,,,,,,,,,,1,0,2,0,0,1,0,0,x,,,,,,,,,,
DTVCZQN,1915-05-24,0,New York State,regular,,Scranton,4,,Syracuse,3,,,2:40,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 25, 1915",0,0,0,3,0,0,0,0,0,0,0,0,1,,,,,,,0,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,
MXQGSJJ,1915-05-24,0,New York State,regular,,Binghamton,5,,Troy,4,,,1:40,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 25, 1915",0,0,0,1,2,0,1,0,0,,,,,,,,,,,0,0,0,1,2,0,1,0,0,,,,,,,,,,
JBTRZFP,1915-05-24,0,New York State,regular,,Wilkes-Barre,0,,Utica,5,,,1:45,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 25, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,2,0,0,1,0,2,x,,,,,,,,,,
VLRZFDT,1915-05-25,0,New York State,regular,,Elmira,3,,Albany,1,,,2:00,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 26, 1915",0,0,0,0,0,1,0,0,0,0,2,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,
FVDRFYM,1915-05-25,0,New York State,regular,,Scranton,9,,Syracuse,8,,,2:45,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 26, 1915",0,4,0,0,0,0,1,3,1,,,,,,,,,,,4,1,3,0,0,0,0,0,0,,,,,,,,,,
CLJXTKG,1915-05-25,0,New York State,regular,,Binghamton,3,,Troy,11,,,2:00,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 26, 1915",1,0,0,0,0,0,1,1,0,,,,,,,,,,,1,0,7,0,0,0,1,2,X,,,,,,,,,,
NWNRRDW,1915-05-25,0,New York State,regular,,Wilkes-Barre,1,,Utica,2,,,1:38,,,,2,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 26, 1915",0,1,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
NZXBSST,1915-05-26,0,New York State,regular,,Elmira,,,Albany,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPRZZFR,1915-05-26,0,New York State,regular,,Scranton,,,Syracuse,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSTXXKQ,1915-05-26,0,New York State,regular,,Binghamton,,,Troy,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRMYLHP,1915-05-26,0,New York State,regular,,Wilkes-Barre,,,Utica,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-ESG/ESG-19150520.txt,"Elmira Star-Gazette, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBDKGMW,1915-05-27,0,New York State,regular,,Binghamton,4,,Albany,4,,,2:55,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, May 28, 1915",0,2,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,0,0,0,0,0,1,0,1,0,2,0,0,0,0,,,,,
GJXZGDB,1915-05-27,0,New York State,regular,,Wilkes-Barre,2,,Syracuse,13,,,2:15,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, May 28, 1915",0,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,7,3,1,0,1,0,x,,,,,,,,,,
QXRNHXV,1915-05-27,0,New York State,regular,,Elmira,5,,Troy,8,,,1:40,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, May 28, 1915",1,0,0,0,0,0,1,2,1,,,,,,,,,,,0,0,2,0,3,1,0,2,X,,,,,,,,,,
VXKLPWZ,1915-05-27,0,New York State,regular,,Scranton,1,,Utica,7,,,1:24,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, May 28, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,1,3,0,0,0,1,2,x,,,,,,,,,,
YGXYJJM,1915-05-28,0,New York State,regular,,Binghamton,1,,Albany,0,,,1:37,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, May 29, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
XVRHVRZ,1915-05-28,0,New York State,regular,,Wilkes-Barre,5,,Syracuse,6,,,2:00,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, May 29, 1915",0,0,0,1,0,0,0,2,2,,,,,,,,,,,0,0,0,4,0,2,0,0,x,,,,,,,,,,
LDMGFML,1915-05-28,0,New York State,regular,,Elmira,2,,Troy,6,,,1:48,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, May 29, 1915",0,0,2,0,0,0,0,0,0,,,,,,,,,,,0,2,0,1,0,1,0,2,X,,,,,,,,,,
TPGKXFJ,1915-05-28,0,New York State,regular,,Scranton,1,,Utica,3,,,1:36,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, May 29, 1915",0,0,0,0,1,0,0,0,0,,,,,,,,,,,0,2,0,0,0,0,0,1,x,,,,,,,,,,
WRCHLWL,1915-05-29,0,New York State,regular,,Binghamton,10,,Albany,7,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,2,0,1,0,0,2,2,0,0,0,0,0,3,,,,,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,,,,
NMCMFJV,1915-05-29,0,New York State,regular,,Wilkes-Barre,6,,Syracuse,7,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,0,2,4,0,0,0,,,,,,,,,,,1,0,4,0,0,0,0,0,2,,,,,,,,,,
WDVDPFB,1915-05-29,0,New York State,regular,,Elmira,12,,Troy,3,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,0,0,0,2,10,0,,,,,,,,,,,0,0,0,1,0,1,0,0,0,,,,,,,,,,
CGHCPVG,1915-05-29,0,New York State,regular,,Scranton,1,,Utica,0,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",1,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,
WQQRXWK,1915-05-30,0,New York State,regular,,Binghamton,2,,Elmira,8,,,1:55,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,1,0,0,0,0,0,0,1,,,,,,,,,,,2,0,1,2,0,0,0,3,x,,,,,,,,,,
KGHWCXW,1915-05-30,0,New York State,regular,,Wilkes-Barre,2,,Syracuse,3,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,0,0,0,0,2,0,0,0,1,,,,,,,,,
PTPCYBK,1915-05-30,0,New York State,regular,,Albany,4,,Troy,12,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",1,0,0,0,0,0,0,0,3,,,,,,,,,,,0,2,0,3,2,2,3,0,x,,,,,,,,,,
PQWMWJN,1915-05-30,0,New York State,regular,,Scranton,0,,Utica,0,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,6,0,0,0,0,1,1,x,,,,,,,,,,
JZWDQGK,1915-05-31,2,New York State,regular,,Troy,4,,Albany,5,,,2:03,,,,2,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,2,1,1,0,0,0,0,,,,,,,,,,2,0,0,0,0,0,0,0,2,1,,,,,,,,,
XFQMMLM,1915-05-31,2,New York State,regular,,Elmira,9,,Binghamton,5,,,2:20,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,2,0,1,0,2,0,0,0,0,4,,,,,,,0,0,0,0,0,2,3,0,0,0,0,0,0,,,,,,
ZFGQZTP,1915-05-31,1,New York State,regular,,Binghamton,1,,Elmira,4,,,2:00,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,3,0,0,0,0,1,0,x,,,,,,,,,,
LSSLWFS,1915-05-31,1,New York State,regular,,Wilkes-Barre,3,,Scranton,4,,,2:45,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,1,1,0,0,0,1,0,0,,,,,,,,,1,0,0,0,1,0,0,1,0,0,1,,,,,,,,
ZJKQCPS,1915-05-31,1,New York State,regular,,Utica,6,,Syracuse,7,,,1:45,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,5,0,0,1,0,,,,,,,,,,,,,3,2,0,0,2,0,0,,,,,,,,,,,,
HLTVVTC,1915-05-31,1,New York State,regular,,Albany,7,,Troy,3,,,1:45,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,5,0,0,2,0,0,0,,,,,,,,,,,2,0,0,0,0,0,1,0,0,,,,,,,,,,
CHKFLGC,1915-05-31,2,New York State,regular,,Syracuse,2,,Utica,4,,,1:41,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,0,0,0,2,0,0,,,,,,,,,,,0,0,0,1,0,0,1,2,x,,,,,,,,,,
SHXTTYK,1915-05-31,2,New York State,regular,,Scranton,3,,Wilkes-Barre,8,,,2:00,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,1,0,0,0,0,1,0,1,,,,,,,,,,,0,0,0,3,1,4,0,0,x,,,,,,,,,,
FYSZKMM,1915-06-01,0,New York State,regular,,Troy,,,Binghamton,,,,,,postponed,Troy players failed to make trip due to non-payment of salaries; game initially listed as forfeit but changed to postponed after situation is resolved,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGVMNHP,1915-06-01,0,New York State,regular,,Albany,3,,Elmira,5,,,1:50,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 2, 1915",1,0,0,0,0,0,1,1,0,,,,,,,,,,,1,1,0,1,0,0,1,1,x,,,,,,,,,,
LWFKWLK,1915-06-01,0,New York State,regular,,Syracuse,11,,Scranton,10,,,2:15,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 2, 1915",0,1,1,2,2,0,0,0,5,,,,,,,,,,,0,6,1,0,0,0,0,2,1,,,,,,,,,,
QJDJPTR,1915-06-01,0,New York State,regular,,Utica,4,,Wilkes-Barre,10,,,1:40,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 2, 1915",1,0,0,0,1,0,0,0,2,,,,,,,,,,,3,3,0,0,0,3,1,0,x,,,,,,,,,,
DRGVKLD,1915-06-02,0,New York State,regular,,Troy,,,Binghamton,,,,,,postponed,Troy players failed to make trip due to non-payment of salaries; game initially listed as forfeit but changed to postponed after situation is resolved,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNJYZNJ,1915-06-02,0,New York State,regular,,Albany,1,,Elmira,5,,,1:40,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 3, 1915",0,0,0,0,0,0,0,1,0,,,,,,,,,,,0,0,0,0,0,4,0,1,x,,,,,,,,,,
QTNKDQQ,1915-06-02,0,New York State,regular,,Syracuse,,,Scranton,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FZJXSSM,1915-06-02,0,New York State,regular,,Utica,,,Wilkes-Barre,,,,,,postponed,rain,,data/boxscores/transcript/1915/1915-ESG/ESG-19150527.txt,"Elmira Star-Gazette, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJXZKWB,1915-06-03,0,New York State,regular,,Troy,,,Binghamton,,,,,,postponed,Troy players failed to make trip due to non-payment of salaries; game initially listed as forfeit but changed to postponed after situation is resolved,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBKYDDN,1915-06-03,0,New York State,regular,,Albany,7,,Elmira,4,,,2:00,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 4, 1915",3,2,0,0,0,0,1,0,1,,,,,,,,,,,0,0,0,0,0,4,0,0,0,,,,,,,,,,
RYMFDPM,1915-06-03,0,New York State,regular,,Syracuse,11,,Scranton,12,,,2:10,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 4, 1915",2,1,5,0,0,0,0,2,1,,,,,,,,,,,1,1,0,1,6,1,2,0,x,,,,,,,,,,
BGHNVWS,1915-06-03,0,New York State,regular,,Utica,4,,Wilkes-Barre,5,,,2:15,,,,1,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 4, 1915",1,0,0,0,1,0,0,1,1,0,,,,,,,,,,0,1,0,1,2,0,0,1,0,1,,,,,,,,,
XHSFHDF,1915-06-04,0,New York State,regular,,Albany,7,,Binghamton,6,,,2:10,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 5, 1915",3,0,2,0,0,0,0,0,2,,,,,,,,,,,4,0,0,0,0,1,0,0,1,,,,,,,,,,
LKYTJTW,1915-06-04,0,New York State,regular,,Troy,6,,Elmira,1,,,1:45,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 5, 1915",1,0,0,0,4,0,1,0,0,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,,,,,
RTPLDJP,1915-06-04,0,New York State,regular,,Utica,3,,Scranton,2,,,1:45,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 5, 1915",0,0,0,0,0,0,0,3,0,,,,,,,,,,,0,1,1,0,0,0,0,0,0,,,,,,,,,,
FVRQVCF,1915-06-04,0,New York State,regular,,Syracuse,3,,Wilkes-Barre,6,,,1:55,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 5, 1915",0,0,0,2,0,1,0,0,0,,,,,,,,,,,0,0,2,1,0,2,0,1,x,,,,,,,,,,
MKKGVJF,1915-06-05,1,New York State,regular,,Albany,4,,Binghamton,5,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",0,1,0,0,1,2,0,0,0,,,,,,,,,,,0,0,0,3,0,0,0,2,x,,,,,,,,,,
YHYFCBD,1915-06-05,2,New York State,regular,,Albany,10,,Binghamton,16,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",4,0,2,0,2,0,2,,,,,,,,,,,,,6,0,0,6,4,0,x,,,,,,,,,,,,
NSFYLTC,1915-06-05,0,New York State,regular,,Troy,4,,Elmira,6,,,1:45,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",0,0,0,3,0,0,0,0,1,,,,,,,,,,,1,0,0,0,0,3,0,2,x,,,,,,,,,,
JCVXVSX,1915-06-05,0,New York State,regular,,Utica,0,,Scranton,4,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,0,0,0,0,0,0,2,x,,,,,,,,,,
RXMPZFB,1915-06-05,0,New York State,regular,,Syracuse,2,,Wilkes-Barre,3,,,,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",0,0,0,0,1,0,0,1,0,,,,,,,,,,,0,1,0,0,0,1,0,0,1,,,,,,,,,,
PNYVXGQ,1915-06-06,0,New York State,regular,,Troy,1,,Elmira,3,,,1:44,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",0,0,0,0,0,0,0,1,0,,,,,,,,,,,3,0,0,0,0,0,0,0,x,,,,,,,,,,
QVCZVVW,1915-06-06,0,New York State,regular,,Wilkes-Barre,3,,Syracuse,9,,,2:10,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",1,0,0,0,0,2,0,0,0,,,,,,,,,,,1,1,0,2,0,3,0,2,x,,,,,,,,,,
KXHTVZS,1915-06-06,0,New York State,regular,,Scranton,3,,Utica,5,,,1:48,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",1,2,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,1,1,0,3,0,x,,,,,,,,,,
FPDMJLN,1915-06-07,0,New York State,regular,,Troy,4,,Scranton,5,,,1:50,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 8, 1915",3,0,0,0,0,0,0,0,1,,,,,,,,,,,3,0,0,0,1,0,1,0,x,,,,,,,,,,
LPZWPPG,1915-06-07,0,New York State,regular,,Elmira,14,,Syracuse,4,,,2:00,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 8, 1915",4,1,2,0,0,0,1,2,4,,,,,,,,,,,0,0,0,3,0,0,1,0,0,,,,,,,,,,
ZNKQHFG,1915-06-07,0,New York State,regular,,Binghamton,1,,Utica,2,,,1:32,,,,,data/boxscores/transcript/1915/1915-ESG/ESG-19150603.txt,"Elmira Star-Gazette, June 8, 1915",0,0,0,0,0,1,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,2,x,,,,,,,,,,
