key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16
HSYFHRF,1915-05-19,0,Buckeye,regular,,Akron,,,Canton,,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YTJFWZY,1915-05-19,0,Buckeye,regular,,Findlay,,,Lima,,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 20, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHTJCVH,1915-05-19,0,Buckeye,regular,,Marion,3,,Newark,1,,,1:55,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 20, 1915",0,0,0,0,0,0,0,3,0,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,
YJCGJCW,1915-05-20,0,Buckeye,regular,,Akron,,,Canton,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMBXJCL,1915-05-20,0,Buckeye,regular,,Findlay,,,Lima,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WZZZTJP,1915-05-20,0,Buckeye,regular,,Marion,,,Newark,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 21, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDHYPMR,1915-05-21,0,Buckeye,regular,,Canton,4,,Akron,3,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 22, 1915",0,0,0,0,1,1,0,1,1,,,,,,,,0,0,1,0,0,1,0,0,1,,,,,,,
NJVDNKZ,1915-05-21,0,Buckeye,regular,,Findlay,9,,Lima,12,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 22, 1915",0,2,2,3,2,0,0,0,0,,,,,,,,0,2,8,1,0,0,1,0,x,,,,,,,
WCMDXRY,1915-05-21,0,Buckeye,regular,,Newark,3,,Marion,4,,,2:02,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 22, 1915",1,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,0,0,1,1,2,x,,,,,,,
ZXKJMGP,1915-05-22,0,Buckeye,regular,,Canton,3,,Akron,4,,"1,100",,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 24, 1915",0,1,0,2,0,0,0,0,0,,,,,,,,2,0,1,1,0,0,0,0,0,,,,,,,
YFTKBRM,1915-05-22,0,Buckeye,regular,,Lima,7,,Findlay,8,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 24, 1915",0,1,2,0,2,2,0,0,0,,,,,,,,5,3,0,0,0,0,0,0,x,,,,,,,
ZZTWDXF,1915-05-22,0,Buckeye,regular,,Newark,1,,Marion,6,,,1:55,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 24, 1915",0,0,0,0,0,0,0,0,1,,,,,,,,0,0,4,0,1,0,1,0,x,,,,,,,
NFHXKRG,1915-05-23,0,Buckeye,regular,,Marion,16,,Canton,7,,"1,700",2:12,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 24, 1915",0,1,5,2,4,0,1,0,3,,,,,,,,2,0,0,1,0,0,0,4,0,,,,,,,
FKFYMTX,1915-05-23,0,Buckeye,regular,,Akron,4,,Lima,20,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 24, 1915",0,0,0,0,1,0,0,2,1,,,,,,,,0,6,0,3,1,0,7,3,x,,,,,,,
RFTKTQL,1915-05-23,0,Buckeye,regular,,Findlay,7,,Newark,7,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 24, 1915",6,1,0,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,
PSZWGLV,1915-05-24,0,Buckeye,regular,,Marion,,,Canton,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 25, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QNCKKDG,1915-05-24,0,Buckeye,regular,,Akron,4,,Lima,6,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 25, 1915",0,0,4,0,0,0,0,0,0,,,,,,,,4,0,0,2,0,0,0,0,x,,,,,,,
NCLHYYG,1915-05-24,0,Buckeye,regular,,Findlay,1,,Newark,4,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 25, 1915",0,0,0,1,0,0,0,0,0,,,,,,,,1,0,0,3,0,0,0,0,x,,,,,,,
NZXJKCG,1915-05-25,0,Buckeye,regular,,Akron,3,,Findlay,2,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 26, 1915",2,0,1,0,0,,,,,,,,,,,,1,0,1,0,0,,,,,,,,,,,
MTBTZNJ,1915-05-25,0,Buckeye,regular,,Newark,2,,Lima,4,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 26, 1915",0,0,0,0,0,2,0,0,0,,,,,,,,2,0,0,0,2,0,0,0,x,,,,,,,
CBCZFBZ,1915-05-25,0,Buckeye,regular,,Canton,0,,Marion,6,,,1:40,,,,,transcript/1915/1915-MDS/boxes/MDS-19150519.txt,"Marion Daily Star, May 26, 1915",0,0,0,0,0,0,0,0,0,,,,,,,,0,0,3,0,0,0,3,0,x,,,,,,,
YMTBVYG,1915-05-26,0,Buckeye,regular,,Akron,,,Findlay,,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LZTQRQH,1915-05-26,0,Buckeye,regular,,Newark,,,Lima,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZJCRJMZ,1915-05-26,0,Buckeye,regular,,Canton,,,Marion,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 27, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BQPCNQB,1915-05-27,0,Buckeye,regular,,Newark,5,,Akron,7,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 28, 1915",0,2,0,0,0,0,3,0,0,,,,,,,,1,0,0,1,1,1,0,3,x,,,,,,,
ZQMCCDQ,1915-05-27,0,Buckeye,regular,,Lima,,,Canton,,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 28, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTQVYSL,1915-05-27,0,Buckeye,regular,,Findlay,11,,Marion,1,,,2:18,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 28, 1915",0,0,0,3,3,3,0,0,2,,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,
SZHCKGX,1915-05-28,0,Buckeye,regular,,Newark,7,,Akron,6,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 29, 1915",4,2,0,0,0,0,0,1,0,,,,,,,,2,0,1,0,0,0,1,0,2,,,,,,,
WHHLDMS,1915-05-28,0,Buckeye,regular,,Lima,4,,Canton,3,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 29, 1915",0,1,0,1,0,1,0,0,1,,,,,,,,0,0,0,2,0,0,0,1,0,,,,,,,
JPKGWLK,1915-05-28,0,Buckeye,regular,,Findlay,,,Marion,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GGXRTFX,1915-05-29,0,Buckeye,regular,,Lima,,,Akron,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 31, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QNVCVXS,1915-05-29,0,Buckeye,regular,,Newark,,,Canton,,,,,,postponed,wet grounds,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 31, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBRRHXP,1915-05-29,0,Buckeye,regular,,Marion,,,Findlay,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 31, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYKSLZB,1915-05-30,0,Buckeye,regular,,Lima,6,,Akron,0,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, June 1, 1915",1,2,2,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,
RFPHBCV,1915-05-30,0,Buckeye,regular,,Newark,,,Canton,,,,,,postponed,wet grounds,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 31, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCTCLDC,1915-05-30,0,Buckeye,regular,,Findlay,3,,Marion,6,,,1:45,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, May 31, 1915",0,0,0,1,2,0,0,,,,,,,,,,0,2,0,0,0,2,2,,,,,,,,,
HLRXHYJ,1915-05-31,2,Buckeye,regular,,Canton,4,,Akron,1,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, June 1, 1915",3,0,0,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,
FBZSZZY,1915-05-31,1,Buckeye,regular,,Akron,0,,Canton,3,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, June 1, 1915",0,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,2,0,x,,,,,,,,,
DMVKCTZ,1915-05-31,1,Buckeye,regular,,Lima,1,,Findlay,4,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, June 1, 1915",0,1,0,0,0,0,0,0,0,,,,,,,,2,1,0,0,1,0,0,0,x,,,,,,,
TPDGBJM,1915-05-31,2,Buckeye,regular,,Findlay,3,,Lima,8,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, June 1, 1915",2,0,0,1,0,0,0,0,0,,,,,,,,2,0,0,0,4,2,0,0,0,,,,,,,
ZFVXZGW,1915-05-31,1,Buckeye,regular,,Newark,3,,Marion,9,,,1:59,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, June 1, 1915",1,0,0,0,0,1,0,1,0,,,,,,,,3,1,0,0,0,4,1,0,x,,,,,,,
DBSLJQT,1915-05-31,2,Buckeye,regular,,Newark,2,,Marion,7,,,1:40,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, June 1, 1915",0,0,0,0,0,1,1,,,,,,,,,,1,0,0,4,0,2,x,,,,,,,,,
ZPDGNHC,1915-06-01,0,Buckeye,regular,,Lima,6,,Findlay,7,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150526.txt,"Marion Daily Star, June 2, 1915",0,0,0,0,0,4,0,2,0,0,,,,,,,0,2,2,0,0,0,0,0,2,1,,,,,,
YNGCFVD,1915-06-02,0,Buckeye,regular,,Marion,,,Akron,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLXHMGL,1915-06-02,0,Buckeye,regular,,Newark,,,Findlay,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRQWDGG,1915-06-02,0,Buckeye,regular,,Canton,,,Lima,,,,,,postponed,Canton failed to arrive at game,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXMCZGL,1915-06-03,0,Buckeye,regular,,Marion,,,Akron,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDFKKRS,1915-06-03,0,Buckeye,regular,,Newark,,,Findlay,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWJMFTL,1915-06-03,0,Buckeye,regular,,Canton,,,Lima,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YSYDLFH,1915-06-04,0,Buckeye,regular,,Canton,1,,Findlay,10,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 5, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,1,1,1,5,2,0,0,0,x,,,,,,,
RKLSXJY,1915-06-04,0,Buckeye,regular,,Marion,,,Lima,,,,,,postponed,Wet grounds,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 5, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWQQFVV,1915-06-04,0,Buckeye,regular,,Akron,2,,Newark,3,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 5, 1915",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
PMDMMKQ,1915-06-05,0,Buckeye,regular,,Canton,7,,Findlay,10,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 7, 1915",1,0,3,2,1,0,0,0,,,,,,,,,3,0,3,0,4,0,0,x,,,,,,,,
RPKQZCX,1915-06-05,1,Buckeye,regular,,Marion,4,,Lima,1,,800,2:05,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 7, 1915",0,1,0,0,1,0,2,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,
TJCKXTF,1915-06-05,2,Buckeye,regular,,Marion,3,,Lima,4,,800,1:47,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 7, 1915",0,0,0,1,0,2,0,0,0,,,,,,,,0,1,0,1,0,0,0,1,1,,,,,,,
VDLDHPB,1915-06-05,0,Buckeye,regular,,Akron,7,,Newark,6,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 7, 1915",2,0,0,3,0,0,1,0,1,,,,,,,,0,0,0,0,0,2,0,4,0,,,,,,,
DDPVDBX,1915-06-06,1,Buckeye,regular,,Findlay,6,,Akron,1,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 7, 1915",0,0,0,0,2,4,0,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,,
JCVDZYS,1915-06-06,2,Buckeye,regular,,Findlay,0,,Akron,7,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 7, 1915",0,0,0,0,0,0,0,,,,,,,,,,0,0,6,1,0,0,x,,,,,,,,,
MLNBSJF,1915-06-06,0,Buckeye,regular,,Lima,1,,Marion,7,,,1:53,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 7, 1915",0,0,0,0,0,0,0,0,1,,,,,,,,2,0,4,0,0,1,0,0,x,,,,,,,
MNPRBXG,1915-06-06,1,Buckeye,regular,,Canton,3,,Newark,7,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 7, 1915",0,0,0,1,0,0,1,1,0,,,,,,,,1,0,3,0,2,1,0,0,x,,,,,,,
PBFZXVX,1915-06-06,2,Buckeye,regular,,Canton,2,,Newark,4,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 7, 1915",0,0,0,0,0,0,2,,,,,,,,,,0,0,1,0,3,0,x,,,,,,,,,
NTFKSJM,1915-06-07,0,Buckeye,regular,,Findlay,,,Akron,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCCBVZP,1915-06-07,0,Buckeye,regular,,Lima,,,Marion,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JVQTPKD,1915-06-07,0,Buckeye,regular,,Canton,,,Newark,,,,,,postponed,rain,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 8, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDZSSWR,1915-06-08,0,Buckeye,regular,,Canton,2,,Findlay,4,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 9, 1915",0,0,0,0,1,0,0,1,0,,,,,,,,1,2,0,0,0,0,0,1,x,,,,,,,
WJFGKLB,1915-06-08,0,Buckeye,regular,,Newark,,,Lima,,,,,,postponed,wet grounds,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHQXTXD,1915-06-08,0,Buckeye,regular,,Akron,4,,Marion,3,,,1:40,,,,,transcript/1915/1915-MDS/boxes/MDS-19150602.txt,"Marion Daily Star, June 9, 1915",0,2,0,2,0,0,0,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,,,,,,,
PYSQDHZ,1915-06-09,0,Buckeye,regular,,Canton,9,,Findlay,14,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150609.txt,"Marion Daily Star, June 10, 1915",1,0,0,0,0,0,3,3,2,,,,,,,,4,4,4,0,0,0,1,1,x,,,,,,,
GJYLBDP,1915-06-09,0,Buckeye,regular,,Newark,6,,Lima,21,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150609.txt,"Marion Daily Star, June 10, 1915",3,0,0,1,0,0,0,1,1,,,,,,,,4,0,4,4,7,0,0,2,x,,,,,,,
KPCYSFH,1915-06-09,0,Buckeye,regular,,Akron,8,,Marion,1,,,1:55,,,,,transcript/1915/1915-MDS/boxes/MDS-19150609.txt,"Marion Daily Star, June 10, 1915",0,0,0,0,0,0,1,0,0,7,,,,,,,0,0,0,0,0,0,0,0,1,0,,,,,,
KPGTPBH,1915-06-10,0,Buckeye,regular,,Canton,1,,Lima,10,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150609.txt,"Marion Daily Star, June 11, 1915",0,0,1,0,0,0,0,0,0,,,,,,,,3,2,2,1,0,0,2,0,x,,,,,,,
KMTJVRH,1915-06-10,0,Buckeye,regular,,Findlay,8,,Marion,4,,,1:52,,,,,transcript/1915/1915-MDS/boxes/MDS-19150609.txt,"Marion Daily Star, June 11, 1915",0,0,0,0,0,0,2,6,0,,,,,,,,0,0,2,1,0,1,0,0,0,,,,,,,
ZNNRTDZ,1915-06-10,0,Buckeye,regular,,Akron,8,,Newark,5,,,,,,,,transcript/1915/1915-MDS/boxes/MDS-19150609.txt,"Marion Daily Star, June 11, 1915",0,3,0,0,1,0,2,2,0,,,,,,,,0,0,3,0,1,0,0,1,0,,,,,,,
